File name: LAI_Global_Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Associated  documentation: A Global Database of Field-observed Leaf Area Index in Woody Plant Species, 1932-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing numeric values are represented by -9999. Missing text fields are blank cells. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference_number,Publication_year,Overstory_LAI_Original,Understory_LAI_Original,Total_LAI_Original,Source,Definition_overstory,Definition_understory,Definition_total,Conversion_factor_overstory,Conversion_factor_understory,Conversion_factor_total,Overstory_LAI_HSA,Understory_LAI_HSA,Total_LAI_HSA,Element_clumping_index_overstory,Element_clumping_index_total,Needle_clumping_index_overstory,Needle_clumping_index_total,Corrected_overstory_LAI_HSA,Corrected_total_LAI_HSA,Method,Method2,Notes_Method,MAT,MAP,Stand_age,Stand_age2,Dominant_species,PFT1,PFT2,PFT3,PFT4,Vegetation_status,Country,Location,Site,Latitude,Longitude,Altitude,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999,5.12,-9999,5.12,T6,HSA,,HSA,1,-9999,1,5.12,-9999,5.12,0.85,0.85,1,1,6.02,6.02,IR,LAI-2000,,,,14,,Betula pubescens,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 4,60.46666667,14.78333333,208,"Regeneration forest, Some of the stands had been thinned twice prior to study, but stands with large gap were not chosen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999,2.85,-9999,2.85,T6,HSA,,HSA,1,-9999,1,2.85,-9999,2.85,0.85,0.85,1,1,3.35,3.35,IR,LAI-2000,,,,20,,Betula pubescens,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 5,60.58333333,15.78333333,110,"Regeneration forest, Some of the stands had been thinned twice prior to study, but stands with large gap were not chosen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999,4.58,-9999,4.58,T6,HSA,,HSA,1,-9999,1,4.58,-9999,4.58,0.85,0.85,1,1,5.39,5.39,IR,LAI-2000,,,,11,,Betula pubescens,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 6,60.58333333,15.85,115,"Regeneration forest, Some of the stands had been thinned twice prior to study, but stands with large gap were not chosen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999,4.89,-9999,4.89,T6,HSA,,HSA,1,-9999,1,4.89,-9999,4.89,0.85,0.85,1,1,5.75,5.75,IR,LAI-2000,,,,12,,Betula pubescens,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 7,63.15,17.45,50,"Regeneration forest, Some of the stands had been thinned twice prior to study, but stands with large gap were not chosen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999,2,-9999,2,T6,HSA,,HSA,1,-9999,1,2,-9999,2,0.85,0.85,1,1,2.35,2.35,IR,LAI-2000,,,,11,,Betula pubescens,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 9,65.65,21.95,12,"Regeneration forest, Some of the stands had been thinned twice prior to study, but stands with large gap were not chosen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,3.07,-9999,3.07,T6,HSA,,HSA,1,-9999,1,3.07,-9999,3.07,0.85,0.85,1,1,3.61,3.61,IR,LAI-2000,Personal communication with the author,,,13,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 1,60.11666667,16.3,80,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.7,-9999,2.7,T6,HSA,,HSA,1,-9999,1,2.7,-9999,2.7,0.85,0.85,1,1,3.18,3.18,IR,LAI-2000,Personal communication with the author,,,16,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 2,60.11666667,16.3,80,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.5,-9999,2.5,T6,HSA,,HSA,1,-9999,1,2.5,-9999,2.5,0.85,0.85,1,1,2.94,2.94,IR,LAI-2000,Personal communication with the author,,,20,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 3,60.21666667,16.3,110,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.49,-9999,2.49,T6,HSA,,HSA,1,-9999,1,2.49,-9999,2.49,0.85,0.85,1,1,2.93,2.93,IR,LAI-2000,Personal communication with the author,,,18,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 4,60.3,16.7,80,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.43,-9999,2.43,T6,HSA,,HSA,1,-9999,1,2.43,-9999,2.43,0.85,0.85,1,1,2.86,2.86,IR,LAI-2000,Personal communication with the author,,,18,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 5,60.31666667,16.7,70,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.58,-9999,2.58,T6,HSA,,HSA,1,-9999,1,2.58,-9999,2.58,0.85,0.85,1,1,3.04,3.04,IR,LAI-2000,Personal communication with the author,,,15,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 9,60.36666667,17.51666667,40,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.56,-9999,2.56,T6,HSA,,HSA,1,-9999,1,2.56,-9999,2.56,0.85,0.85,1,1,3.01,3.01,IR,LAI-2000,Personal communication with the author,,,10,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 10,60.45,15.4,137,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1999,2.92,-9999,2.92,T6,HSA,,HSA,1,-9999,1,2.92,-9999,2.92,0.85,0.85,1,1,3.44,3.44,IR,LAI-2000,Personal communication with the author,,,24,,Populus tremula,TREE,ANGIO,BROAD,DECID,Natural,Sweden,Abandoned farmland,Stand 11,65.71666667,21.76666667,4,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2006,3.8,-9999,3.8,T1,PA,,PA,1,-9999,1,3.8,-9999,3.8,1,1,1,1,3.8,3.8,D,Allometry,,15,950,3,,Eucalyptus grandis,TREE,ANGIO,BROAD,EVER,Plantation,South Africa,KwaZulu-Natal,,-28.53333333,30.9,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1994,5.62,0,5.62,"T2, T3",PA,,PA,1,-9999,1,5.62,-9999,5.62,1,1,1,1,5.62,5.62,D,Destructive,,12.8,658,,,Quercus ilex,TREE,ANGIO,BROAD,EVER,Natural,Spain,L'Avic watershed,Ridge,41.25,1,975,"Season maximum LAI, Not disturbed since 1950, Sparse understory",,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1994,5.86,0.7,6.56,"T2, T3",PA,PA,PA,1,1,1,5.86,0.7,6.56,1,1,1,1,5.86,6.56,D,Destructive,,13.9,658,,,Quercus ilex,TREE,ANGIO,BROAD,EVER,Natural,Spain,L'Avic watershed,Valley,41.25,1,700,"Season maximum LAI, Not disturbed since 1950",,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1999,6.23,-9999,6.23,Text,PA,,PA,1,-9999,1,6.23,-9999,6.23,1,1,1,1,6.23,6.23,D,Litter trap,,,,58,,Quercus robur,TREE,ANGIO,BROAD,DECID,Plantation,UK,"Alice Holt forest, Hampshire",,51.15,-0.866666667,-9999,Thinned in 1987 and 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.9,-9999,3.9,T1,HSA,,HSA,1,-9999,1,3.9,-9999,3.9,0.85,0.85,1.52,1.52,6.97,6.97,IR,Hemispherical photograph,SLIM,,452,41,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-1,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.5,-9999,3.5,T1,HSA,,HSA,1,-9999,1,3.5,-9999,3.5,0.85,0.85,1.52,1.52,6.26,6.26,IR,Hemispherical photograph,SLIM,,452,40,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-2,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.8,-9999,3.8,T1,HSA,,HSA,1,-9999,1,3.8,-9999,3.8,0.85,0.85,1.52,1.52,6.8,6.8,IR,Hemispherical photograph,SLIM,,452,39,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-3,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.7,-9999,3.7,T1,HSA,,HSA,1,-9999,1,3.7,-9999,3.7,0.85,0.85,1.52,1.52,6.62,6.62,IR,Hemispherical photograph,SLIM,,452,37,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-4,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3,-9999,3,T1,HSA,,HSA,1,-9999,1,3,-9999,3,0.85,0.85,1.52,1.52,5.36,5.36,IR,Hemispherical photograph,SLIM,,452,63,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-5,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.7,-9999,3.7,T1,HSA,,HSA,1,-9999,1,3.7,-9999,3.7,0.85,0.85,1.52,1.52,6.62,6.62,IR,Hemispherical photograph,SLIM,,452,39,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",M-6,53.20833333,-117.35,1250,"Medium site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,2.8,-9999,2.8,T1,HSA,,HSA,1,-9999,1,2.8,-9999,2.8,0.85,0.85,1.52,1.52,5.01,5.01,IR,Hemispherical photograph,SLIM,,452,46,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-1,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.1,-9999,3.1,T1,HSA,,HSA,1,-9999,1,3.1,-9999,3.1,0.85,0.85,1.52,1.52,5.54,5.54,IR,Hemispherical photograph,SLIM,,452,41,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-2,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.5,-9999,3.5,T1,HSA,,HSA,1,-9999,1,3.5,-9999,3.5,0.85,0.85,1.52,1.52,6.26,6.26,IR,Hemispherical photograph,SLIM,,452,46,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-3,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.8,-9999,3.8,T1,HSA,,HSA,1,-9999,1,3.8,-9999,3.8,0.85,0.85,1.52,1.52,6.8,6.8,IR,Hemispherical photograph,SLIM,,452,41,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-4,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,2.3,-9999,2.3,T1,HSA,,HSA,1,-9999,1,2.3,-9999,2.3,0.85,0.85,1.52,1.52,4.11,4.11,IR,Hemispherical photograph,SLIM,,452,41,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-5,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,3.2,-9999,3.2,T1,HSA,,HSA,1,-9999,1,3.2,-9999,3.2,0.85,0.85,1.52,1.52,5.72,5.72,IR,Hemispherical photograph,SLIM,,452,40,,Pinus contorta,TREE,GYMNO,CONIF,EVER,Natural,Canada,"Gregg river burn, 50km south of Hinton, Alberta",P-6,53.20833333,-117.35,1250,"Poor site quality, Fire-origin pine forest, Burned in 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1999,5.34,-9999,5.34,F1A,HSA,,HSA,1,-9999,1,5.34,-9999,5.34,0.85,0.85,1,1,6.28,6.28,IR,LAI-2000,,,2430,10,,Hevea brasiliensis,TREE,ANGIO,BROAD,EVER,Plantation,India,"Regional research station of the Rubber Research Institute, Dapchari, Maharastra",Rainfed plot,19.13333333,73,48,Post monsoon (wet period),,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,10.2,-9999,10.2,T1,PA,,PA,1,-9999,1,10.2,-9999,10.2,1,1,1,1,10.2,10.2,D,Litter trap,,10.8,662,54,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 02,49.20583333,3.126666667,145,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.8,-9999,7.8,T1,PA,,PA,1,-9999,1,7.8,-9999,7.8,1,1,1,1,7.8,7.8,D,Litter trap,,9.8,848,87,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 03,46.19361111,2.998333333,590,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.8,-9999,7.8,T1,PA,,PA,1,-9999,1,7.8,-9999,7.8,1,1,1,1,7.8,7.8,D,Litter trap,,12.5,750,85,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 04,44.13111111,5.8,1300,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.5,-9999,7.5,T1,PA,,PA,1,-9999,1,7.5,-9999,7.5,1,1,1,1,7.5,7.5,D,Litter trap,,12.1,1242,152,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 09,42.93138889,1.282222222,1250,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,9,-9999,9,T1,PA,,PA,1,-9999,1,9,-9999,9,1,1,1,1,9,9,D,Litter trap,,11,933,83,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 14,49.1825,-0.856388889,90,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.3,-9999,7.3,T1,PA,,PA,1,-9999,1,7.3,-9999,7.3,1,1,1,1,7.3,7.3,D,Litter trap,,9.8,848,128,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 21,47.81388889,4.855,400,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,8.8,-9999,8.8,T1,PA,,PA,1,-9999,1,8.8,-9999,8.8,1,1,1,1,8.8,8.8,D,Litter trap,,11,933,64,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 29,47.83777778,-3.542777778,50,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,8.4,-9999,8.4,T1,PA,,PA,1,-9999,1,8.4,-9999,8.4,1,1,1,1,8.4,8.4,D,Litter trap,,9.8,848,106,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 52,47.79611111,5.071388889,440,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,8.5,-9999,8.5,T1,PA,,PA,1,-9999,1,8.5,-9999,8.5,1,1,1,1,8.5,8.5,D,Litter trap,,9.8,848,95,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 54a,48.50972222,6.706388889,325,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,9,-9999,9,T1,PA,,PA,1,-9999,1,9,-9999,9,1,1,1,1,9,9,D,Litter trap,,9.8,848,99,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 54b,48.64916667,6.067777778,390,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.8,-9999,7.8,T1,PA,,PA,1,-9999,1,7.8,-9999,7.8,1,1,1,1,7.8,7.8,D,Litter trap,,9.8,848,88,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 55,49.17083333,5.004722222,250,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,9.2,-9999,9.2,T1,PA,,PA,1,-9999,1,9.2,-9999,9.2,1,1,1,1,9.2,9.2,D,Litter trap,,10.8,662,62,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 60,49.32416667,2.876111111,138,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,7.2,-9999,7.2,T1,PA,,PA,1,-9999,1,7.2,-9999,7.2,1,1,1,1,7.2,7.2,D,Litter trap,,12.1,1242,67,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 64,43.15027778,-0.658055556,400,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,5.4,-9999,5.4,T1,PA,,PA,1,-9999,1,5.4,-9999,5.4,1,1,1,1,5.4,5.4,D,Litter trap,,12.1,1242,160,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 65,43.02666667,0.436666667,850,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2005,8.6,-9999,8.6,T1,PA,,PA,1,-9999,1,8.6,-9999,8.6,1,1,1,1,8.6,8.6,D,Litter trap,,9.8,848,68,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,French Permanent Plot Network,HET 88,48.10583333,6.247222222,400,Regeneration and managed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,7.99,-9999,7.99,F1,PA,,PA,1.15,-9999,1.15,9.19,-9999,9.19,1,1,1,1,9.19,9.19,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,8.41,-9999,8.41,F1,PA,,PA,1.15,-9999,1.15,9.67,-9999,9.67,1,1,1,1,9.67,9.67,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,8.86,-9999,8.86,F1,PA,,PA,1.15,-9999,1.15,10.19,-9999,10.19,1,1,1,1,10.19,10.19,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,7.44,-9999,7.44,F1,PA,,PA,1.15,-9999,1.15,8.56,-9999,8.56,1,1,1,1,8.56,8.56,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,3.37,-9999,3.37,F1,PA,,PA,1.15,-9999,1.15,3.88,-9999,3.88,1,1,1,1,3.88,3.88,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,9.83,-9999,9.83,F1,PA,,PA,1.15,-9999,1.15,11.3,-9999,11.3,1,1,1,1,11.3,11.3,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,7.13,-9999,7.13,F1,PA,,PA,1.15,-9999,1.15,8.2,-9999,8.2,1,1,1,1,8.2,8.2,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2007,4.63,-9999,4.63,F1,PA,,PA,1.15,-9999,1.15,5.32,-9999,5.32,1,1,1,1,5.32,5.32,D,Destructive,Destructive + Emprical model,,2400,35,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Plantation,USA,Oregon coast range,,45.39166667,-123.1416667,297.5,Low SNC (disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,6.58,-9999,6.58,T4,PA,,PA,1,-9999,1,6.58,-9999,6.58,1,1,1,1,6.58,6.58,D,Allometry,,,,8,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 1,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,2.79,-9999,2.79,T4,PA,,PA,1,-9999,1,2.79,-9999,2.79,1,1,1,1,2.79,2.79,D,Allometry,,,,11,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 2,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,6.71,-9999,6.71,T4,PA,,PA,1,-9999,1,6.71,-9999,6.71,1,1,1,1,6.71,6.71,D,Allometry,,,,20,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 3,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,5.53,-9999,5.53,T4,PA,,PA,1,-9999,1,5.53,-9999,5.53,1,1,1,1,5.53,5.53,D,Allometry,,,,21.5,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 4,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,7.18,-9999,7.18,T4,PA,,PA,1,-9999,1,7.18,-9999,7.18,1,1,1,1,7.18,7.18,D,Allometry,,,,39.5,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 5,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1997,6.79,-9999,6.79,T4,PA,,PA,1,-9999,1,6.79,-9999,6.79,1,1,1,1,6.79,6.79,D,Allometry,,,,58.5,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,The center of the country,Stand 6,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1996,5.6,-9999,5.6,T5,PA,,PA,1.15,-9999,1.15,6.44,-9999,6.44,1,1,1,1,6.44,6.44,D,Allometry,,,,9,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Not described,Netherlands,The center of the country,Stand 1,52,5.066666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1996,7.4,-9999,7.4,T5,PA,,PA,1.15,-9999,1.15,8.51,-9999,8.51,1,1,1,1,8.51,8.51,D,Allometry,,,,19,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Not described,Netherlands,The center of the country,Stand 2,52,5.066666667,-9999,Thinned at least once,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1996,5.6,-9999,5.6,T5,PA,,PA,1.15,-9999,1.15,6.44,-9999,6.44,1,1,1,1,6.44,6.44,D,Allometry,,,,29,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Not described,Netherlands,The center of the country,Stand 3,52,5.066666667,-9999,Thinned at least once,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1996,4.9,-9999,4.9,T5,PA,,PA,1.15,-9999,1.15,5.64,-9999,5.64,1,1,1,1,5.64,5.64,D,Allometry,,,,39,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Not described,Netherlands,The center of the country,Stand 4,52,5.066666667,-9999,Thinned at least once,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1999,7.5,-9999,7.5,T1,PA,,PA,1,-9999,1,7.5,-9999,7.5,1,1,1,1,7.5,7.5,D,Allometry,,,,17,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,Compiegne forest,Plot 1,49.33333333,2.833333333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1999,6.7,-9999,6.7,T1,PA,,PA,1,-9999,1,6.7,-9999,6.7,1,1,1,1,6.7,6.7,D,Allometry,,,,20,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,Compiegne forest,Plot 2,49.33333333,2.833333333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2000,4.22,-9999,4.22,Text,PA,,PA,1,-9999,1,4.22,-9999,4.22,1,1,1,1,4.22,4.22,D,Litter trap,,,,,,Populus tremula,TREE,ANGIO,BROAD,DECID,Not described,Estonia,Jarvselja,,58.36666667,27.33333333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,3.3,-9999,3.3,T4,PA,,PA,1.4,-9999,1.4,4.62,-9999,4.62,1,1,1,1,4.62,4.62,D,Allometry,,,1140,58,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",5 Middle Bachelor,44.1,-121.3,1510,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
